Date,서울 총거래물량,서울 총거래금액,서울 평균단가,서울 평균단가 편차,부산 총거래물량,부산 총거래금액,부산 평균단가,부산 평균단가 편차,대구 총거래물량,대구 총거래금액,대구 평균단가,대구 평균단가 편차,대전 총거래물량,대전 총거래금액,대전 평균단가,대전 평균단가 편차,광주 총거래물량,광주 총거래금액,광주 평균단가,광주 평균단가 편차,전국 평균단가
2022-10-01,4230645.5,8675414400,2050.612465639109,26673.216482388212,528108.3,1236584150,2341.535154815783,27832.544545964884,943872.0,1669333900,1768.6019926430702,21053.839086948505,365177.0,698878900,1913.8086462181352,26859.658469777896,615581.0,1207171300,1961.0275495832395,26053.823303798003,2018.0470033757451
2022-11-01,4390622.58,6394509650,1456.4015771084564,27267.427370918864,581909.6,938807950,1613.3226707378603,28560.757030042805,992662.0,1241497700,1250.6751542821223,21571.765925309453,426864.0,636234720,1490.4857753289104,27456.621286443835,654273.0,892470725,1364.0647329172991,26650.78612046394,1433.86969571873
2022-12-01,3148367.93,8430369900,2677.6952654323345,26046.133682594984,403265.5,1090640450,2704.5220828461647,27469.5576179345,859940.0,1781364900,2071.499058073819,20750.942021517756,364008.0,947638507,2603.345275378563,26166.634927149553,504069.0,1337824880,2654.0510922115823,25360.79976116966,2573.6246778368622
2023-01-01,2547523.26,9917351050,3892.938371051419,16891.48572337793,350412.7,1355232750,3867.533197284231,18429.89164332265,914512.0,2363941900,2584.9216850079606,14436.027057473271,317646.0,1164150400,3664.930142359734,17387.02315392155,465491.0,1703550610,3659.6853859687935,17123.091806657343,3591.3222916457626
2023-02-01,2291128.46,9745524250,4253.59137217474,16530.832722254607,327964.8,1469923300,4481.954465845115,17815.470374761768,728180.0,2279939600,3131.011013760334,13889.937728720899,270535.0,1150992900,4254.506440941098,16707.345145617714,417574.0,1812005330,4339.363394272632,16443.413798353504,4078.5195353463246
2023-03-01,3499417.85,11626881000,3322.518629777236,17461.90546465211,506890.7,1816002650,3582.6316205840826,18714.793220022802,1071186.0,2898352700,2705.7417666026254,14315.206975878607,396743.0,1353891000,3412.51389438503,17669.421068570362,640690.0,2163794310,3377.287471319983,17405.489721306156,3247.6135649391294
2023-04-01,4256007.569999999,9463875000,2223.650885094643,18560.773209334708,628393.0,1508674950,2400.8462061162363,19896.57863449065,1158282.0,2208171700,1906.419766516272,15114.52897596496,483886.0,1135657810,2346.95322865303,18771.22249045916,669901.0,1524350380,2275.4860494311847,18507.291143194954,2201.1806881023194
2023-05-01,5031917.64,10053772750,1998.0002594001123,18786.423835029236,735803.6,1549257600,2105.53142170003,20191.893418906853,1351514.0,2388209200,1767.0621244027068,15253.886618078526,559360.0,1081096100,1932.7375929633868,19122.572554532133,778047.0,1497068231,1924.135985358211,18858.641207267927,1959.336035598924
2023-06-01,5310808.58,8540299650,1608.0978105974214,19176.326283831928,709416.0,1252341850,1765.3137933173202,20532.111047289563,1175960.0,1872229600,1592.0861253784142,15428.862617102819,480428.0,844559542,1757.9315568617983,19386.123616468525,779726.0,1294801240,1660.5849234218174,19122.19226920432,1632.4123911793513
2023-07-01,4200366.52,7128554702,1697.1268264465646,19087.297267982784,589043.6000000001,1172076250,1989.7954073348728,20307.62943327201,970014.0,1645380700,1696.244281010377,15324.704461470856,390661.0,739138232,1892.019505402382,19152.88651508973,612001.0,1159020973,1893.822024800613,18888.955167825523,1751.5557546611076
2023-08-01,1069406.41,1912633300,1788.4999398872128,18995.924154542136,132387.0,278518250,2103.8187284249966,20193.606112181886,283402.0,464060000,1637.461979802542,15383.48676267869,101568.0,181310680,1785.1161783238815,19394.29658183744,159725.0,263931500,1652.4119580529034,19130.365234573233,1775.2501031484087
